Tamaño,Tiempo (s),Pasos,Coste
2,0.40195226669311523,16,446.0
3,0.3977038860321045,20,417.0
4,0.5277256965637207,24,294.0
5,0.8580994606018066,31,752.0
6,5.0127809047698975,38,899.0
7,21.95675754547119,42,665.0
